City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
286,San Marco In Lamis,IT,41.7131,15.6399,56.32,52,57,2.46,broken clouds
287,Baringo,KE,0.4667,35.9667,72.27,62,99,2.04,light rain
288,Bridgewater,CA,44.3835,-64.5155,65.46,98,100,6.73,overcast clouds
289,Mongo,TD,12.1844,18.693,82.54,49,54,11.95,broken clouds
290,Flin Flon,CA,54.7682,-101.865,80.44,34,20,14.97,few clouds
291,Puerto Baquerizo Moreno,EC,-0.9,-89.6,73.06,79,15,9.51,few clouds
292,Taicheng,CN,38.731,113.228,63.39,85,97,4.16,overcast clouds
293,Loudeac,FR,48.1783,-2.7543,64.02,86,27,5.19,scattered clouds
294,Ginir,ET,7.1333,40.7,57.61,83,99,4.18,overcast clouds
295,Muisne,EC,0.6,-80.0333,76.68,86,82,3.65,light rain
296,Hobyo,SO,5.3505,48.5268,77.43,86,100,23.82,overcast clouds
297,Nanortalik,GL,60.1432,-45.2371,36.91,90,100,11.36,overcast clouds
298,Nefteyugansk,RU,61.0998,72.6035,62.85,87,78,11.41,light rain
299,Sfantu Gheorghe,RO,45.8667,25.7833,58.26,94,75,5.01,broken clouds
300,Dunedin,NZ,-45.8742,170.5036,52.81,96,100,1.01,overcast clouds
301,Hidalgo,MX,20.5,-99.0,66.65,59,100,15.43,overcast clouds
302,Narsaq,GL,60.9167,-46.05,38.55,87,77,4.54,broken clouds
303,Hohhot,CN,40.8106,111.6522,62.89,88,90,8.95,light rain
304,Haradok,BY,55.4624,29.9816,54.95,97,88,5.3,overcast clouds
305,Batagay-Alyta,RU,67.8006,130.4114,54.05,59,91,1.83,overcast clouds
306,Asau,RO,46.4333,26.4,61.95,93,56,6.89,broken clouds
307,Sarangani,PH,5.4033,125.4636,83.05,70,100,4.83,overcast clouds
308,Bilma,NE,18.6853,12.9164,89.13,13,0,9.93,clear sky
309,Tarakan,ID,3.3,117.6333,78.3,94,40,4.61,light rain
310,Surdila-Gaiseanca,RO,45.0667,27.3333,63.48,82,92,17.72,overcast clouds
311,Machacamarca,BO,-18.1667,-67.0333,46.36,39,46,3.18,scattered clouds
312,Iqaluit,CA,63.7506,-68.5145,40.73,70,40,11.99,scattered clouds
313,Brae,GB,60.3964,-1.353,49.91,95,100,17.4,overcast clouds
314,Jingdezhen,CN,29.2947,117.2079,81.48,88,100,2.62,light rain
315,Almeirim,BR,-1.5233,-52.5817,74.3,94,31,2.53,scattered clouds
316,Maua,BR,-23.6678,-46.4614,61.09,97,53,3.65,broken clouds
317,Birao,CF,10.2849,22.7882,79.68,59,86,3.96,overcast clouds
318,Reconquista,AR,-29.15,-59.65,54.61,67,95,8.84,overcast clouds
319,Necochea,AR,-38.5473,-58.7368,47.03,58,20,12.93,few clouds
320,Dongning,CN,44.0622,131.1207,68.61,73,100,2.71,overcast clouds
321,Roald,NO,62.5833,6.1333,48.16,67,100,3.15,overcast clouds
322,Plettenberg Bay,ZA,-34.0527,23.3716,58.48,75,7,2.33,clear sky
323,Puerto Parra,CO,6.6515,-74.0573,78.78,82,75,0.76,broken clouds
324,Vangaindrano,MG,-23.35,47.6,65.25,79,43,4.14,scattered clouds
325,Shancheng,CN,34.7953,116.0817,76.15,71,85,10.71,overcast clouds
326,Boyuibe,BO,-20.4167,-63.2833,66.11,87,76,6.8,broken clouds
327,Sungaipenuh,ID,-2.0833,101.3833,63.82,95,79,2.8,broken clouds
